Incident Type,Complaint Tracking Number,Date Complaint Occurred,Date Complaint Received by NOPD (PIB),Date Complaint Investigation Complete,Complaint classification,Investigation status,Disposition,Bureau of Complainant,Division of Complainant,Unit of Complainant,Unit Additional Details of Complainant,Working Status of Complainant,Shift of Complainant,Rule Violation,Paragraph Violation,Unique Officer Allegation ID,Officer Race Ethnicity,Officer Gender,Officer Age,Officer years of service,Complainant Gender,Complainant Ethnicity,Complainant Age
Rank Initiated,2019-0650-R,2/25/2019 12:00:00 AM,11/6/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,4th District,4th District,Patrol,Regular Working,Between 7am-3pm,,,54016,Black,Female,27,2,,,
Rank Initiated,2019-0651-R,11/6/2019 12:00:00 AM,11/7/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,4th District,2nd Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - AUTHORIZED FORCE,54031,Black,Male,44,5,,,
Rank Initiated,2019-0652-R,2/26/2019 12:00:00 AM,11/7/2019 12:00:00 AM,,DI-1,Initial,Pending,FOB - Field Operations Bureau,7th District,6th District,Narcotics,Regular Working,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,54034,Black,Male,34,10,,,
Rank Initiated,2019-0652-R,2/26/2019 12:00:00 AM,11/7/2019 12:00:00 AM,,DI-1,Initial,Pending,FOB - Field Operations Bureau,7th District,6th District,Narcotics,Regular Working,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,54036,White,Male,29,3,,,
Rank Initiated,2019-0653-R,3/12/2019 12:00:00 AM,11/7/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,5th District,Narcotics,Patrol,Regular Working,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,54053,Hispanic,Female,30,3,,,
Rank Initiated,2019-0653-R,3/12/2019 12:00:00 AM,11/7/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,5th District,Narcotics,Patrol,Regular Working,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,54054,Black,Male,36,10,,,
Public Initiated,2019-0654-P,10/18/2019 12:00:00 AM,11/8/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,7th District,Night Watch,Patrol,Regular Working,Between 11pm-7am,RULE 5: REST ACTIVITIES,PARAGRAPH 07 - ACTING IMPARTIALLY,54114,White,Male,36,3,Female,Black,39
Public Initiated,2019-0655-P,11/6/2019 12:00:00 AM,11/8/2019 12:00:00 AM,,DI-1,Active,Pending,MSB - Management Service Bureau,Education/Training & Recruitment Division,Training Section,Staff,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,54060,Black,Male,57,32,Male,White,25
Public Initiated,2019-0656-P,9/24/2019 12:00:00 AM,11/11/2019 12:00:00 AM,,DI-1,Active,Pending,MSB - Management Service Bureau,Administrative Duties Services,Limited Duty,,Unknown Working Status,Unknown Shift Hours,,,54073,Black,Male,46,4,,,
Public Initiated,2019-0658-P,10/23/2019 12:00:00 AM,11/11/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,3rd District,Task Force A,,Regular Working,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,54082,White,Male,49,10,Male,Black,26
Public Initiated,2019-0657-P,5/10/2017 12:00:00 AM,11/11/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,8th District,8th District,Investigations,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,54099,White,Male,38,7,Male,Black,55
Public Initiated,2019-0657-P,5/10/2017 12:00:00 AM,11/11/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,8th District,8th District,Investigations,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,54100,Black,Male,54,30,Male,Black,55
Rank Initiated,2019-0661-R,,11/11/2019 12:00:00 AM,,DI-1,Forwarded,Pending,MSB - Management Service Bureau,Administrative Duties Services,Limited Duty,,Unknown Working Status,Unknown Shift Hours,,,54079,Hispanic,Female,,4,,,
Public Initiated,2019-0659-P,,11/11/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,5th District,A Platoon,Patrol,Regular Working,,,,54116,Black,Male,,29,,,
Public Initiated,2019-0660-P,10/28/2019 12:00:00 AM,11/11/2019 12:00:00 AM,,DI-1,Active,Pending,MSB - Management Service Bureau,Administrative Duties Services,Military Leave,Property,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 02 - COURTESY,54077,Hispanic,Male,34,3,,,
Public Initiated,2019-0660-P,10/28/2019 12:00:00 AM,11/11/2019 12:00:00 AM,,DI-1,Active,Pending,MSB - Management Service Bureau,Administrative Duties Services,Military Leave,Property,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 02 - COURTESY,54110,White,Male,40,9,,,
Rank Initiated,,,11/12/2019 12:00:00 AM,,,Initial,Pending,,,,,,,,,,,,,,,,
Public Initiated,2019-0663-P,9/12/2019 12:00:00 AM,11/12/2019 12:00:00 AM,,,Initial,Pending,FOB - Field Operations Bureau,4th District,4th District,Patrol,Regular Working,Between 7am-3pm,RULE 4: PERF OF DUTY,,,,,,,,,
Public Initiated,2019-0662-P,1/1/2019 12:00:00 AM,11/12/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,5th District,A Platoon,,AWP - Off Duty,,,,54084,White,Male,53,28,,,
Public Initiated,2019-0663-P,9/12/2019 12:00:00 AM,11/12/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,4th District,1st Platoon,B,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,54085,Black,Male,54,18,Male,Black,
Public Initiated,2019-0666-P,10/1/2019 12:00:00 AM,11/13/2019 12:00:00 AM,,DI-1,Initial,Pending,FOB - Field Operations Bureau,1st District,1st Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,54106,Black,Male,51,27,Male,Black,38
Public Initiated,2019-0666-P,10/1/2019 12:00:00 AM,11/13/2019 12:00:00 AM,,DI-1,Initial,Pending,FOB - Field Operations Bureau,1st District,1st Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,54107,Black,Male,43,14,Male,Black,38
Public Initiated,2019-0666-P,10/1/2019 12:00:00 AM,11/13/2019 12:00:00 AM,,DI-1,Initial,Pending,FOB - Field Operations Bureau,1st District,1st Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,54108,Hispanic,Male,29,1,Male,Black,38
Rank Initiated,2019-0665-R,10/25/2019 12:00:00 AM,11/13/2019 12:00:00 AM,,DI-1,Active,Pending,MSB - Management Service Bureau,Budget Services,Personnel Division,,Regular Working,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,54112,Black,Male,27,1,,,
Rank Initiated,2019-0668-R,9/4/2019 12:00:00 AM,11/14/2019 12:00:00 AM,,DI-1,Active,Pending,ISB - Investigations and Support Bureau,Criminal Investigations Division,Special Victims  Section,Sex Crimes Platoon 3,Regular Working,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,54128,White,Male,44,10,,,
Rank Initiated,2019-0669-R,,11/14/2019 12:00:00 AM,,DI-1,Active,Pending,ISB - Investigations and Support Bureau,Criminal Investigations Division,Homicide Section,Squad E,,,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,54130,White,Male,,26,,,
Rank Initiated,2019-0670-R,11/10/2019 12:00:00 AM,11/15/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,7th District,Day Watch,Patrol,Regular Working,Between 7am-3pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,54151,White,Male,45,11,Female,Black,31
Public Initiated,2019-0675-P,11/17/2019 12:00:00 AM,11/18/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,Police Recruits,,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,54390,Not Specifie,Male,23,2,Male,Black,40
Public Initiated,2019-0671-P,11/17/2019 12:00:00 AM,11/18/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,8th District,C Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,54156,White,Male,30,1,,,
Public Initiated,2019-0671-P,11/17/2019 12:00:00 AM,11/18/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,8th District,C Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,54158,White,Male,28,3,,,
Public Initiated,2019-0672-P,11/17/2019 12:00:00 AM,11/18/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,6th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,54215,White,Male,36,5,Male,,39
Rank Initiated,2019-0673-R,3/26/2019 12:00:00 AM,11/18/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,3rd District,Investigations,Squad 2,,,RULE 5: REST ACTIVITIES,PARAGRAPH 10 - TESTIFYING ON BEHALF OF DEFENDENT(S),54167,White,Male,38,17,,,
Public Initiated,2019-0674-P,11/17/2019 12:00:00 AM,11/18/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,5th District,5th District,Patrol,Regular Working,Between 11pm-7am,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,54160,Black,Male,25,2,Female,Black,62
Public Initiated,2019-0674-P,11/17/2019 12:00:00 AM,11/18/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,5th District,5th District,Patrol,Regular Working,Between 11pm-7am,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,54162,Black,Male,32,1,Female,Black,62
Public Initiated,2019-0678-P,11/18/2019 12:00:00 AM,11/19/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,6th District,Task Force,B,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,54189,Hispanic,Male,27,3,Male,B,44
Public Initiated,2019-0678-P,11/18/2019 12:00:00 AM,11/19/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,6th District,Task Force,B,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,54278,White,Male,48,10,Male,B,44
Rank Initiated,2019-0679-R,11/18/2019 12:00:00 AM,11/19/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,1st District,Staff,Patrol,Unknown Working Status,Between 7am-3pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,54199,White,Male,41,4,,,
Rank Initiated,2019-0679-R,11/18/2019 12:00:00 AM,11/19/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,1st District,Staff,Patrol,Unknown Working Status,Between 7am-3pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,54201,Black,Male,42,22,,,
Rank Initiated,2019-0679-R,11/18/2019 12:00:00 AM,11/19/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,1st District,Staff,Patrol,Unknown Working Status,Between 7am-3pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,54196,White,Female,54,22,,,
Rank Initiated,2019-0679-R,11/18/2019 12:00:00 AM,11/19/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,1st District,Staff,Patrol,Unknown Working Status,Between 7am-3pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,54197,Black,Female,27,4,,,
Public Initiated,2019-0680-P,11/17/2019 12:00:00 AM,11/19/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,6th District,B Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,54256,Black,Male,29,3,Male,White,40
Public Initiated,2019-0681-P,11/10/2019 12:00:00 AM,11/19/2019 12:00:00 AM,,DI-1,Active,Pending,ISB - Investigative Services Bureau,Special Investigations Division,,Narcotics,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,54255,Black,Male,37,10,,,
Public Initiated,2019-0682-P,11/20/2019 12:00:00 AM,11/22/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,7th District,Day Watch,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,54232,Black,Female,37,16,,,
Public Initiated,2019-0686-P,10/12/2019 12:00:00 AM,11/22/2019 12:00:00 AM,,DI-1,Active,Pending,,,,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,54233,White,Male,30,1,Female,Black,
Public Initiated,2019-0687-P,5/19/2019 12:00:00 AM,11/22/2019 12:00:00 AM,,DI-1,Active,Pending,ISB - Investigations and Support Bureau,Criminal Investigations Division,Special Victims  Section,Sex Crimes Platoon 2,Unknown Working Status,Unknown Shift Hours,RULE 5: REST ACTIVITIES,PARAGRAPH 02 - ASSOCIATIONS,54234,White,Male,33,12,,,
Public Initiated,2019-0687-P,5/19/2019 12:00:00 AM,11/22/2019 12:00:00 AM,,DI-1,Active,Pending,ISB - Investigations and Support Bureau,Criminal Investigations Division,Special Victims  Section,Sex Crimes Platoon 2,Unknown Working Status,Unknown Shift Hours,RULE 5: REST ACTIVITIES,PARAGRAPH 02 - ASSOCIATIONS,54235,,,,,,,
Public Initiated,2019-0687-P,5/19/2019 12:00:00 AM,11/22/2019 12:00:00 AM,,DI-1,Active,Pending,ISB - Investigations and Support Bureau,Criminal Investigations Division,Special Victims  Section,Sex Crimes Platoon 2,Unknown Working Status,Unknown Shift Hours,RULE 5: REST ACTIVITIES,PARAGRAPH 02 - ASSOCIATIONS,54356,Black,Male,25,2,,,
Public Initiated,2019-0688-P,11/18/2019 12:00:00 AM,11/22/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,1st District,School Resource Officers,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,54365,Black,Male,56,21,Female,,
Public Initiated,2019-0684-P,11/18/2019 12:00:00 AM,11/22/2019 12:00:00 AM,,DI-1,Forwarded,Pending,,,,,,,RULE 2: MORAL CONDUCT,PARAGRAPH 02 - COURTESY,54439,,,,,,,
Rank Initiated,2019-0689-R,11/19/2019 12:00:00 AM,11/22/2019 12:00:00 AM,,DI-1,Initial,Pending,FOB - Field Operations Bureau,3rd District,Task Force A,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,54240,Black,Male,40,14,,,
Rank Initiated,2019-0685-R,11/8/2019 12:00:00 AM,11/22/2019 12:00:00 AM,,DI-1,Initial,Pending,MSB - Management Services Bureau,MSB,Staff,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,54243,Black,Male,58,36,,,
Rank Initiated,2019-0683-R,,11/22/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,Staff,,,,,RULE 3: PROF CONDUCT,PARAGRAPH 02 -Abuse of Position,54386,Black,Male,,36,Male,Black,
Public Initiated,2019-0690-N,,11/25/2019 12:00:00 AM,,Mediation,Active,Pending,FOB - Field Operations Bureau,1st District,1st Platoon,,Unknown Working Status,Unknown Shift Hours,,,54252,White,Male,,4,,,
Public Initiated,2019-0693-P,10/5/2019 12:00:00 AM,11/26/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,7th District,D.I.U.,Squad 2,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,54291,White,Male,53,17,,,
Public Initiated,2019-0694-P,11/22/2019 12:00:00 AM,11/26/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,1st District,1st Platoon,Motorcycle 1st Platoon,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,54306,White,Male,41,4,Female,Black,
Public Initiated,2019-0694-P,11/22/2019 12:00:00 AM,11/26/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,1st District,1st Platoon,Motorcycle 1st Platoon,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,54414,Black,Male,52,28,Female,Black,
Public Initiated,2019-0691-P,11/22/2019 12:00:00 AM,11/26/2019 12:00:00 AM,,DI-1,Initial,Pending,FOB - Field Operations Bureau,3rd District,B Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,54441,Not Specifie,Male,31,2,Female,Black,49
Public Initiated,2019-0725-P,11/13/2019 12:00:00 AM,11/26/2019 12:00:00 AM,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,3rd District,B Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,54328,Black,Female,34,12,Female,Black,49
Rank Initiated,2019-0692-R,11/12/2019 12:00:00 AM,11/26/2019 12:00:00 AM,,DI-1,Initial,Pending,FOB - Field Operations Bureau,Special Operations Division,Traffic Section,DWI Unit,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,54273,White,Male,53,28,,,
Rank Initiated,2019-0692-R,11/12/2019 12:00:00 AM,11/26/2019 12:00:00 AM,,DI-1,Initial,Pending,FOB - Field Operations Bureau,Special Operations Division,Traffic Section,DWI Unit,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,54275,White,Male,41,14,,,
Public Initiated,,,11/27/2019 12:00:00 AM,,,Initial,Pending,,,,,,,,,,,,,,,,
Public Initiated,2019-0695-N,,11/27/2019 12:00:00 AM,,DI-1,Forwarded,Pending,,,,,,,,,54308,,,,,,,
Public Initiated,2019-0696-P,11/10/2019 12:00:00 AM,11/27/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,2nd District,B Platoon,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,54311,Black,Male,37,10,,,
Public Initiated,2019-0697-P,11/26/2019 12:00:00 AM,11/27/2019 12:00:00 AM,,DI-1,Initial,Pending,FOB - Field Operations Bureau,2nd District,D.I.U.,Persons,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,54313,,,,,Male,Black,55
Public Initiated,2019-0697-P,11/26/2019 12:00:00 AM,11/27/2019 12:00:00 AM,,DI-1,Initial,Pending,FOB - Field Operations Bureau,2nd District,D.I.U.,Persons,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,54462,White,Male,40,12,Male,Black,55
Rank Initiated,2019-0698-R,11/30/2019 12:00:00 AM,11/30/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,8th District,A Platoon,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,54316,Black,Female,29,5,,,
Rank Initiated,2019-0698-R,11/30/2019 12:00:00 AM,11/30/2019 12:00:00 AM,,DI-1,Active,Pending,FOB - Field Operations Bureau,8th District,A Platoon,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,54318,Black,Female,41,15,,,
Public Initiated,2019-0700-P,9/25/2019 12:00:00 AM,12/2/2019 12:00:00 AM,,DI-1,Initial,Pending,ISB - Investigations and Support Bureau,Special Investigations Division,Court Liaison,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,54334,Black,Male,54,28,Female,Black,50
Public Initiated,2019-0700-P,9/25/2019 12:00:00 AM,12/2/2019 12:00:00 AM,,DI-1,Initial,Pending,ISB - Investigations and Support Bureau,Special Investigations Division,Court Liaison,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,54335,Black,Male,61,29,Female,Black,50
Public Initiated,2019-0699-P,,12/2/2019 12:00:00 AM,,,Initial,Pending,FOB - Field Operations Bureau,Alternative Police Response,,,,,,,54333,White,Male,,12,,,
Public Initiated,2019-0701-N,10/18/2019 12:00:00 AM,12/2/2019 12:00:00 AM,,NFIM,Forwarded,Pending,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,Electronic Monitoring Unit,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,54336,Black,Male,40,15,,,
Public Initiated,2019-0702-P,,12/2/2019 12:00:00 AM,,,Forwarded,Pending,FOB - Field Operations Bureau,1st District,2nd Platoon,,Unknown Working Status,Unknown Shift Hours,,,54381,,,,,F,B,
Public Initiated,2019-0702-P,,12/2/2019 12:00:00 AM,,,Forwarded,Pending,FOB - Field Operations Bureau,1st District,2nd Platoon,,Unknown Working Status,Unknown Shift Hours,,,54463,Black,Male,,22,F,B,
Public Initiated,2019-0703-P,,12/2/2019 12:00:00 AM,,,Initial,Pending,ISB - Investigations and Support Bureau,Criminal Investigations Division,Special Victims  Section,Sex Crimes Platoon 3,,,,,54339,Black,Male,,4,,,
Public Initiated,2019-0706-P,,12/2/2019 12:00:00 AM,,,Forwarded,Pending,FOB - Field Operations Bureau,2nd District,Staff,,,,,,54341,Black,Male,,24,,,
Public Initiated,2019-0708-P,,12/2/2019 12:00:00 AM,,,Initial,Pending,Office of the Superintendent,Office of the Superintendant,Administration,Squad A,Unknown Working Status,Unknown Shift Hours,,,54355,White,Male,,12,Female,White,
Public Initiated,2019-0708-P,,12/2/2019 12:00:00 AM,,,Initial,Pending,Office of the Superintendent,Office of the Superintendant,Administration,Squad A,Unknown Working Status,Unknown Shift Hours,,,54349,Black,Male,,28,Female,White,
Public Initiated,2019-0708-P,,12/2/2019 12:00:00 AM,,,Initial,Pending,Office of the Superintendent,Office of the Superintendant,Administration,Squad A,Unknown Working Status,Unknown Shift Hours,,,54350,Black,Male,,2,Female,White,
Public Initiated,2019-0708-P,,12/2/2019 12:00:00 AM,,,Initial,Pending,Office of the Superintendent,Office of the Superintendant,Administration,Squad A,Unknown Working Status,Unknown Shift Hours,,,54351,Black,Male,,18,Female,White,
Public Initiated,2019-0708-P,,12/2/2019 12:00:00 AM,,,Initial,Pending,Office of the Superintendent,Office of the Superintendant,Administration,Squad A,Unknown Working Status,Unknown Shift Hours,,,54352,Black,Female,,20,Female,White,
Public Initiated,2019-0708-P,,12/2/2019 12:00:00 AM,,,Initial,Pending,Office of the Superintendent,Office of the Superintendant,Administration,Squad A,Unknown Working Status,Unknown Shift Hours,,,54353,Black,Male,,16,Female,White,
Public Initiated,2019-0708-P,,12/2/2019 12:00:00 AM,,,Initial,Pending,Office of the Superintendent,Office of the Superintendant,Administration,Squad A,Unknown Working Status,Unknown Shift Hours,,,54354,White,Male,,7,Female,White,
Public Initiated,2019-0708-P,,12/2/2019 12:00:00 AM,,,Initial,Pending,Office of the Superintendent,Office of the Superintendant,Administration,Squad A,Unknown Working Status,Unknown Shift Hours,,,54344,Black,Male,,24,Female,White,
Public Initiated,2019-0708-P,,12/2/2019 12:00:00 AM,,,Initial,Pending,Office of the Superintendent,Office of the Superintendant,Administration,Squad A,Unknown Working Status,Unknown Shift Hours,,,54345,Black,Female,,22,Female,White,
Public Initiated,2019-0708-P,,12/2/2019 12:00:00 AM,,,Initial,Pending,Office of the Superintendent,Office of the Superintendant,Administration,Squad A,Unknown Working Status,Unknown Shift Hours,,,54346,White,Male,,17,Female,White,
Public Initiated,2019-0708-P,,12/2/2019 12:00:00 AM,,,Initial,Pending,Office of the Superintendent,Office of the Superintendant,Administration,Squad A,Unknown Working Status,Unknown Shift Hours,,,54348,Black,Female,,2,Female,White,
Public Initiated,2019-0707-P,,12/3/2019 12:00:00 AM,,,Initial,Pending,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,Electronic Monitoring Unit,,,,,54342,Black,Male,,15,,,
Public Initiated,2019-0707-P,,12/3/2019 12:00:00 AM,,,Initial,Pending,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,Electronic Monitoring Unit,,,,,54343,White,Male,,15,,,
Public Initiated,2019-0709-P,,12/3/2019 12:00:00 AM,,,Initial,Pending,FOB - Field Operations Bureau,3rd District,B Platoon,,Unknown Working Status,Unknown Shift Hours,,,54401,White,Male,,3,,,
