"Incident.Type";"Complaint.Tracking.Number";"Date.Complaint.Occurred";"Date.Complaint.Received.by.NOPD..PIB.";"Date.Complaint.Investigation.Complete";"Complaint.classification";"Investigation.status";"Disposition";"Bureau.of.Complainant";"Division.of.Complainant";"Unit.of.Complainant";"Unit.Additional.Details.of.Complainant";"Working.Status.of.Complainant";"Shift.of.Complainant";"Rule.Violation";"Paragraph.Violation";"Unique.Officer.Allegation.ID";"Officer.Race.Ethnicity";"Officer.Gender";"Officer.Age";"Officer.years.of.service";"Complainant.Gender";"Complainant.Ethnicity";"Complainant.Age"
"3739";"Public Initiated";"2019-0433-P";"7/12/2019 12:00:00 AM";"7/26/2019 12:00:00 AM";"";"DI-1";"Active";"Pending";"FOB - Field Operations Bureau";"Special Operations Division";"Mounted";"Mounted";"Regular Working";"Unknown Shift Hours";"RULE 2: MORAL CONDUCT";"PARAGRAPH 01 - ADHERENCE TO LAW";52645;"Black";"Male";54;25;"";"";NA
"3740";"Public Initiated";"2019-0437-P";"7/25/2019 12:00:00 AM";"7/26/2019 12:00:00 AM";"11/7/2019 12:00:00 AM";"DI-1";"Completed";"Unfounded";"FOB - Field Operations Bureau";"4th District";"Task Force";"B";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52605;"Black";"Female";29;5;"Female";"Black";36
"3741";"Public Initiated";"2019-0434-P";"7/18/2019 12:00:00 AM";"7/26/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"6th District";"Staff";"";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";52607;"Black";"Male";53;22;"";"";NA
"3742";"Public Initiated";"2019-0435-P";"7/25/2019 12:00:00 AM";"7/26/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"7th District";"Staff";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52608;"White";"Male";28;2;"Male";"White";49
"3743";"Public Initiated";"2019-0441-P";"8/1/2019 12:00:00 AM";"7/29/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"7th District";"Day Watch";"";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";52686;"Black";"Male";62;21;"Male";"White";31
"3744";"Public Initiated";"2019-0436-P";"11/22/2018 12:00:00 AM";"7/29/2019 12:00:00 AM";"10/28/2019 12:00:00 AM";"DI-1";"Completed";"Unfounded";"FOB - Field Operations Bureau";"7th District";"";"";"";"";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52801;"Black";"Male";49;15;"Female";"Black";77
"3745";"Public Initiated";"2019-0436-P";"11/22/2018 12:00:00 AM";"7/29/2019 12:00:00 AM";"10/28/2019 12:00:00 AM";"DI-1";"Completed";"Unfounded";"FOB - Field Operations Bureau";"7th District";"";"";"";"";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52802;"White";"Male";25;1;"Female";"Black";77
"3746";"Public Initiated";"2019-0440-P";"4/13/2019 12:00:00 AM";"7/29/2019 12:00:00 AM";"9/6/2019 12:00:00 AM";"Mediation";"Completed";"Withdrawn - Mediation";"MSB - Management Service Bureau";"Administrative Duties Services";"Limited Duty";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";52826;"Hispanic";"Female";40;4;"Male";"White";56
"3747";"Public Initiated";"2019-0438-N";"6/7/2019 12:00:00 AM";"7/29/2019 12:00:00 AM";"";"NFIM";"Forwarded";"Pending";"Unknown Bureau";"Unknown District/Division";"";"";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";52825;"";"";NA;NA;"Male";"White";56
"3748";"Rank Initiated";"2019-0439-R";"7/24/2019 12:00:00 AM";"7/29/2019 12:00:00 AM";"11/12/2019 12:00:00 AM";"DI-1";"Completed";"Negotiated Settlement";"MSB - Management Services Bureau";"Education/Training & Recruitment Division";"";"";"";"";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52772;"White";"Female";NA;NA;"";"";NA
"3749";"Rank Initiated";"2019-0444-R";"7/18/2019 12:00:00 AM";"7/30/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"5th District";"";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52635;"Black";"Male";32;1;"";"";NA
"3750";"Rank Initiated";"2019-0444-R";"7/18/2019 12:00:00 AM";"7/30/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"5th District";"";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52633;"Black";"Male";25;2;"";"";NA
"3751";"Rank Initiated";"2019-0445-R";"7/27/2019 12:00:00 AM";"7/30/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"ISB - Investigations and Support Bureau";"Criminal Investigations Division";"Homicide Section";"Squad E";"Unknown Working Status";"Unknown Shift Hours";"RULE 2: MORAL CONDUCT";"PARAGRAPH 02 - COURTESY";52638;"Black";"Male";56;22;"";"";NA
"3752";"Public Initiated";"2019-0442-P";"7/26/2019 12:00:00 AM";"7/30/2019 12:00:00 AM";"11/7/2019 12:00:00 AM";"DI-1";"Completed";"Unfounded";"FOB - Field Operations Bureau";"7th District";"Evening Watch";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52668;"White";"Male";29;2;"";"";NA
"3753";"Public Initiated";"2019-0443-P";"7/27/2019 12:00:00 AM";"7/30/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"7th District";"";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52689;"White";"Female";27;2;"";"";NA
"3754";"Public Initiated";"2019-0443-P";"7/27/2019 12:00:00 AM";"7/30/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"7th District";"";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";54173;"Black";"Female";35;1;"";"";NA
"3755";"Rank Initiated";"2019-0446-R";"7/30/2019 12:00:00 AM";"7/31/2019 12:00:00 AM";"";"DI-1";"Active";"Pending";"FOB - Field Operations Bureau";"3rd District";"";"";"";"";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52716;"Hispanic";"Male";54;12;"";"";NA
"3756";"Rank Initiated";"";"";"8/1/2019 12:00:00 AM";"";"";"Initial";"Pending";"";"";"";"";"";"";"";"";NA;"";"";NA;NA;"";"";NA
"3757";"Rank Initiated";"2019-0448-R";"";"8/1/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"PIB - Public Integrity Bureau";"Administrative Investigation Section";"B Platoon";"";"";"";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52664;"Black";"Male";NA;2;"";"";NA
"3758";"Public Initiated";"2019-0447-P";"1/13/2018 12:00:00 AM";"8/1/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"2nd District";"B Platoon";"Patrol";"Regular Working";"Between 3pm-11pm";"RULE 2: MORAL CONDUCT";"PARAGRAPH 06 - AUTHORIZED FORCE";52659;"White";"Male";41;3;"Male";"White";41
"3759";"Public Initiated";"2019-0447-P";"1/13/2018 12:00:00 AM";"8/1/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"2nd District";"B Platoon";"Patrol";"Regular Working";"Between 3pm-11pm";"RULE 2: MORAL CONDUCT";"PARAGRAPH 06 - AUTHORIZED FORCE";52661;"White";"Male";30;3;"Male";"White";41
"3760";"Public Initiated";"2019-0451-P";"8/4/2019 12:00:00 AM";"8/5/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"8th District";"Bourbon Promenade";"Bourbon Street";"Regular Working";"Between 11pm-7am";"RULE 2: MORAL CONDUCT";"PARAGRAPH 06 - UNAUTHORIZED FORCE";52684;"White";"Male";40;11;"Male";"White";55
"3761";"Rank Initiated";"2019-0449-R";"8/1/2019 12:00:00 AM";"8/5/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"ISB - Investigations and Support Bureau";"Criminal Investigations Division";"Homicide Section";"Squad E";"Regular Working";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE";52680;"White";"Female";38;5;"";"";NA
"3762";"Rank Initiated";"2019-0450-R";"4/14/2019 12:00:00 AM";"8/5/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"MSB - Management Service Bureau";"Administrative Duties Services";"Limited Duty";"";"";"";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52682;"Black";"Female";42;15;"";"";NA
"3763";"Rank Initiated";"2019-0453-R";"8/5/2019 12:00:00 AM";"8/6/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"2nd District";"C Platoon";"";"";"";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52713;"Black";"Male";54;19;"";"";NA
"3764";"Public Initiated";"2019-0452-P";"8/1/2019 12:00:00 AM";"8/6/2019 12:00:00 AM";"10/28/2019 12:00:00 AM";"DI-1";"Completed";"Unfounded";"FOB - Field Operations Bureau";"6th District";"C Platoon";"";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";52693;"White";"Male";46;11;"";"";NA
"3765";"Public Initiated";"2019-0452-P";"8/1/2019 12:00:00 AM";"8/6/2019 12:00:00 AM";"10/28/2019 12:00:00 AM";"DI-1";"Completed";"Unfounded";"FOB - Field Operations Bureau";"6th District";"C Platoon";"";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";52693;"White";"Male";46;11;"Female";"Black";54
"3766";"Rank Initiated";"2019-0454-R";"8/6/2019 12:00:00 AM";"8/7/2019 12:00:00 AM";"11/7/2019 12:00:00 AM";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"3rd District";"";"";"";"";"RULE 2: MORAL CONDUCT";"PARAGRAPH 01 - ADHERENCE TO LAW";52735;"White";"Male";41;5;"";"";NA
"3767";"Public Initiated";"2019-0455-P";"7/29/2019 12:00:00 AM";"8/7/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"5th District";"Investigations";"Squad 2";"Unknown Working Status";"Unknown Shift Hours";"RULE 3: PROF CONDUCT";"PARAGRAPH 13 - Social Networking...etc.";52738;"Black";"Male";48;13;"";"";NA
"3768";"Rank Initiated";"2019-0456-R";"8/7/2019 12:00:00 AM";"8/7/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"5th District";"Investigations";"Squad 3";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 08 - Use of Alchohol/Drugs On Duty";52742;"White";"Male";45;15;"";"";NA
"3769";"Public Initiated";"2019-0458-P";"";"8/8/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"4th District";"Task Force";"B";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52750;"White";"Male";NA;1;"Female";"B";NA
"3770";"Public Initiated";"2019-0458-P";"";"8/8/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"4th District";"Task Force";"B";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52751;"Black";"Male";NA;12;"Female";"B";NA
"3771";"Public Initiated";"2019-0459-P";"8/8/2019 12:00:00 AM";"8/9/2019 12:00:00 AM";"10/3/2019 12:00:00 AM";"Mediation";"Completed";"Other";"FOB - Field Operations Bureau";"8th District";"Staff";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";52863;"Black";"Female";41;4;"";"";NA
"3772";"Rank Initiated";"2019-0461-R";"1/3/2019 12:00:00 AM";"8/9/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"2nd District";"2nd District";"Task Force A";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52760;"White";"Male";30;3;"";"";NA
"3773";"Rank Initiated";"2019-0461-R";"1/3/2019 12:00:00 AM";"8/9/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"2nd District";"2nd District";"Task Force A";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52762;"White";"Male";31;3;"";"";NA
"3774";"Public Initiated";"2019-0463-N";"";"8/12/2019 12:00:00 AM";"";"NFIM";"Forwarded";"Pending";"Office of the Superintendant";"Consent Decree";"Compliance Section";"";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";52956;"White";"Male";NA;28;"Female";"White";NA
"3775";"Public Initiated";"2019-0462-P";"8/7/2019 12:00:00 AM";"8/12/2019 12:00:00 AM";"12/2/2019 12:00:00 AM";"DI-1";"Completed";"Other";"PIB - Public Integrity Bureau";"Special Investigation Section";"Special Investigation Section";"";"";"";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52935;"White";"Male";53;22;"Female";"Black";52
"3776";"Public Initiated";"2019-0466-P";"";"8/13/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"Office of the Superintendant";"Consent Decree";"Compliance Section";"";"";"";"RULE 6: OFFICIAL INFO";"PARAGRAPH 01 - SECURITY OF RECORDS";52957;"White";"Male";NA;28;"Female";"White";NA
"3777";"Public Initiated";"2019-0467-P";"8/13/2019 12:00:00 AM";"8/13/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"8th District";"A Platoon";"";"";"";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52796;"White";"Male";46;12;"Male";"Black";56
"3778";"Rank Initiated";"2019-0457-R";"7/22/2019 12:00:00 AM";"8/13/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"6th District";"C Platoon";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52788;"";"";NA;NA;"";"";NA
"3779";"Rank Initiated";"2019-0457-R";"7/22/2019 12:00:00 AM";"8/13/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"6th District";"C Platoon";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52789;"White";"Male";24;1;"";"";NA
"3780";"Rank Initiated";"2019-0457-R";"7/22/2019 12:00:00 AM";"8/13/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"6th District";"C Platoon";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52829;"White";"Female";27;1;"";"";NA
"3781";"Rank Initiated";"2019-0457-R";"7/22/2019 12:00:00 AM";"8/13/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"6th District";"C Platoon";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52830;"White";"Male";27;4;"";"";NA
"3782";"Rank Initiated";"2019-0464-R";"1/14/2019 12:00:00 AM";"8/13/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"1st District";"1st District";"Patrol";"Regular Working";"Between 11pm-7am";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52783;"White";"Male";28;3;"";"";NA
"3783";"Rank Initiated";"2019-0465-R";"8/10/2019 12:00:00 AM";"8/13/2019 12:00:00 AM";"";"DI-1";"Active";"Pending";"FOB - Field Operations Bureau";"6th District";"C Platoon";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 2: MORAL CONDUCT";"PARAGRAPH 01 - ADHERENCE TO LAW";52785;"Black";"Female";26;4;"";"";NA
"3784";"Rank Initiated";"2019-0470-R";"1/16/2019 12:00:00 AM";"8/14/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"7th District";"Task Force";"A";"Regular Working";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52817;"Black";"Male";27;5;"";"";NA
"3785";"Rank Initiated";"2019-0470-R";"1/16/2019 12:00:00 AM";"8/14/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"7th District";"Task Force";"A";"Regular Working";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52819;"White";"Male";38;2;"";"";NA
"3786";"Rank Initiated";"2019-0470-R";"1/16/2019 12:00:00 AM";"8/14/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"7th District";"Task Force";"A";"Regular Working";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52889;"White";"Male";33;4;"";"";NA
"3787";"Rank Initiated";"2019-0470-R";"1/16/2019 12:00:00 AM";"8/14/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"7th District";"Task Force";"A";"Regular Working";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52891;"Black";"Male";29;4;"";"";NA
"3788";"Public Initiated";"2019-0468-P";"7/9/2019 12:00:00 AM";"8/14/2019 12:00:00 AM";"11/20/2019 12:00:00 AM";"DI-1";"Completed";"Unfounded";"FOB - Field Operations Bureau";"5th District";"B Platoon";"";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";52810;"Black";"Male";47;21;"Male";"";NA
"3789";"Public Initiated";"2019-0469-P";"8/13/2019 12:00:00 AM";"8/14/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"Special Operations Division";"Tactical Section";"V.O.W.S. Unit";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";52811;"Black";"Male";42;17;"";"";NA
"3790";"Public Initiated";"2019-0469-P";"8/13/2019 12:00:00 AM";"8/14/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"Special Operations Division";"Tactical Section";"V.O.W.S. Unit";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";52811;"Black";"Male";42;17;"";"Unknown";NA
"3791";"Public Initiated";"2019-0473-P";"8/14/2019 12:00:00 AM";"8/15/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"8th District";"Bourbon Promenade";"";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";52823;"Black";"Male";47;14;"";"";NA
"3792";"Public Initiated";"2019-0472-P";"8/14/2019 12:00:00 AM";"8/15/2019 12:00:00 AM";"";"DI-1";"Active";"Pending";"MSB - Management Services Bureau";"Records & Identification / Support Services Divisi";"";"";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";52924;"Black";"Female";26;4;"Male";"Black";0
"3793";"Public Initiated";"2019-0472-P";"8/14/2019 12:00:00 AM";"8/15/2019 12:00:00 AM";"";"DI-1";"Active";"Pending";"MSB - Management Services Bureau";"Records & Identification / Support Services Divisi";"";"";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";52924;"Black";"Female";26;4;"";"";NA
"3794";"Public Initiated";"2019-0473-P";"8/14/2019 12:00:00 AM";"8/15/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"8th District";"Bourbon Promenade";"";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";52823;"Black";"Male";47;14;"";"";NA
"3795";"Rank Initiated";"2019-0471-R";"8/14/2019 12:00:00 AM";"8/15/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"Special Operations Division";"Tactical Section";"V.O.W.S. Unit";"Regular Working";"Unknown Shift Hours";"RULE 2: MORAL CONDUCT";"PARAGRAPH 02 - COURTESY";52860;"Black";"Male";45;12;"";"";NA
"3796";"Rank Initiated";"2019-0471-R";"8/14/2019 12:00:00 AM";"8/15/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"Special Operations Division";"Tactical Section";"V.O.W.S. Unit";"Regular Working";"Unknown Shift Hours";"RULE 2: MORAL CONDUCT";"PARAGRAPH 02 - COURTESY";52861;"Asian/Pacifi";"Male";27;3;"";"";NA
"3797";"Rank Initiated";"2019-0471-R";"8/14/2019 12:00:00 AM";"8/15/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"Special Operations Division";"Tactical Section";"V.O.W.S. Unit";"Regular Working";"Unknown Shift Hours";"RULE 2: MORAL CONDUCT";"PARAGRAPH 02 - COURTESY";53142;"Black";"Male";43;14;"";"";NA
"3798";"Rank Initiated";"2019-0474-R";"";"8/16/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"MSB - Management Service Bureau";"Administrative Duties Services";"Limited Duty";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 2: MORAL CONDUCT";"PARAGRAPH 06 - AUTHORIZED FORCE";52841;"Black";"Female";NA;19;"";"";NA
"3799";"Rank Initiated";"2019-0474-R";"";"8/16/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"MSB - Management Service Bureau";"Administrative Duties Services";"Limited Duty";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 2: MORAL CONDUCT";"PARAGRAPH 06 - AUTHORIZED FORCE";53092;"White";"Female";NA;5;"";"";NA
"3800";"Rank Initiated";"2019-0477-R";"8/15/2019 12:00:00 AM";"8/16/2019 12:00:00 AM";"";"DI-1";"Active";"Pending";"FOB - Field Operations Bureau";"Alternative Police Response";"";"";"";"";"RULE 2: MORAL CONDUCT";"PARAGRAPH 01 - ADHERENCE TO LAW";52849;"White";"Male";44;15;"";"";NA
"3801";"Public Initiated";"2019-0480-P";"7/8/2019 12:00:00 AM";"8/16/2019 12:00:00 AM";"10/22/2019 12:00:00 AM";"DI-1";"Completed";"Unfounded";"FOB - Field Operations Bureau";"8th District";"B Platoon";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 2: MORAL CONDUCT";"PARAGRAPH 06 - UNAUTHORIZED FORCE";52857;"White";"Male";22;1;"Male";"White";29
"3802";"Public Initiated";"2019-0480-P";"7/8/2019 12:00:00 AM";"8/16/2019 12:00:00 AM";"10/22/2019 12:00:00 AM";"DI-1";"Completed";"Unfounded";"FOB - Field Operations Bureau";"8th District";"B Platoon";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 2: MORAL CONDUCT";"PARAGRAPH 06 - UNAUTHORIZED FORCE";53007;"White";"Female";39;2;"Male";"White";29
"3803";"Public Initiated";"2019-0475-P";"8/12/2019 12:00:00 AM";"8/16/2019 12:00:00 AM";"10/4/2019 12:00:00 AM";"Mediation";"Completed";"Other";"FOB - Field Operations Bureau";"Alternative Police Response";"";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52843;"Black";"Male";22;1;"Female";"Black";47
"3804";"Public Initiated";"2019-0475-P";"8/12/2019 12:00:00 AM";"8/16/2019 12:00:00 AM";"10/4/2019 12:00:00 AM";"Mediation";"Completed";"Other";"FOB - Field Operations Bureau";"Alternative Police Response";"";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52995;"Black";"Male";38;10;"Female";"Black";47
"3805";"Public Initiated";"2019-0478-P";"8/12/2019 12:00:00 AM";"8/16/2019 12:00:00 AM";"";"DI-1";"Active";"Pending";"MSB - Management Service Bureau";"Administrative Duties Services";"Limited Duty";"";"";"";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52852;"Black";"Male";43;22;"Male";"Black";74
"3806";"Public Initiated";"2019-0476-P";"8/13/2019 12:00:00 AM";"8/16/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"MSB - Management Service Bureau";"Administrative Duties Services";"Limited Duty";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52844;"Black";"Female";42;15;"";"";NA
"3807";"Public Initiated";"2019-0476-P";"8/13/2019 12:00:00 AM";"8/16/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"MSB - Management Service Bureau";"Administrative Duties Services";"Limited Duty";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52846;"Black";"Female";53;19;"";"";NA
"3808";"Public Initiated";"2019-0476-P";"8/13/2019 12:00:00 AM";"8/16/2019 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"MSB - Management Service Bureau";"Administrative Duties Services";"Limited Duty";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";52917;"White";"Male";33;3;"";"";NA
